Title,URL,Text,Tag,Author,Date
Jason Hill Vindicates the American Dream against Ta-Nehisi Coates’s Delusional Race Rhetoric,https://theobjectivestandard.com/2019/03/jason-hill-vindicates-the-american-dream-against-ta-nehisi-coatess-delusional-race-rhetoric/,"Ta-Nehisi Coates’s bestseller on race relations provoked many responses, but only Jason Hill confronts the core of Coates’s argument.",Politics & Rights,Timothy Sandefur,"March 14, 2019"
Prince Henry Launched the Age of Discovery,https://theobjectivestandard.com/2019/03/prince-henry-launched-the-age-of-discovery/,"After reason had been smothered during the Dark and Middle Ages, Prince Henry helped to light the world with knowledge.",History,Robert Begley,"March 14, 2019"
Why These Speakers at TOS-Con? (Part 4),https://theobjectivestandard.com/2019/03/why-these-speakers-at-tos-con-part-4/,"Integral, integrate, integrity: These ideas are essential to my selection of speakers for TOS-Con 2019: Philosophy for Fredom and Flourishing.","Announcements, Arts & Culture, Ayn Rand & Objectivism",Craig Biddle,"March 13, 2019"
TOS-Con Speaker Spotlight: Tim Chermak on the Optimism of Advertising,https://theobjectivestandard.com/2019/03/tos-con-speaker-spotlight-tim-chermak-on-the-optimism-of-advertising/,"""A better, more prosperous future is always possible. That's the timeless message of advertising. To me, that's the American dream."" —Tim Chermak","Announcements, Arts & Culture, Good Living",Jon Hersey,"March 12, 2019"
You’re invited to the most life-enhancing conference of the year!,https://theobjectivestandard.com/2019/03/you-are-invited-to-the-most-life-enhancing-conference-of-the-year/,"Sharpen your mind. Fuel your soul. Excel in life. Fight for liberty. If these are your goals, this conference is for you.","Announcements, Arts & Culture, Good Living",Craig Biddle,"March 10, 2019"
Why These Speakers at TOS-Con? (Part 3),https://theobjectivestandard.com/2019/03/why-these-speakers-at-tos-con-part-3/,"Three more TOS-Con 2019 speakers—Chad Morris, Robin Field, Richard Salsman—and why listening to and engaging with them will improve your life.","Announcements, Arts & Culture, Good Living",Craig Biddle,"March 9, 2019"
TOS-Con Speaker Spotlight: David Crawford on the Value of Dance,https://theobjectivestandard.com/2019/03/tos-con-speaker-spotlight-david-crawford-on-the-value-of-dance/,"""Many believe that there are people with natural dance talent, and the rest will never dance or never enjoy it. But anyone who can walk can learn to dance."" —David Crawford","Announcements, Arts & Culture",Jon Hersey,"March 7, 2019"
Max Hastings and the Tragedy of War,https://theobjectivestandard.com/2019/03/max-hastings-and-the-tragedy-of-war/,Hastings delivers well-founded judgments about war in prose that brings to life the experiences of those who fought them.,"Arts & Culture, History",Timothy Sandefur,"March 6, 2019"
Why These Speakers at TOS-Con? (Part 2),https://theobjectivestandard.com/2019/03/why-these-speakers-at-tos-con-part-2/,TOS-Con speakers don’t just talk ideas. They get things done. They will help you defend liberty and achieve happiness. Here’s why.,"Announcements, Ayn Rand & Objectivism",Craig Biddle,"March 6, 2019"
Essentialism: The Disciplined Pursuit of Less by Greg McKeown,https://theobjectivestandard.com/2019/03/essentialism-the-disciplined-pursuit-of-less-by-greg-mckeown/,"If you’re interested in optimizing your life for peak flourishing, check out this invaluable resource.","Good Living, Reviews",Jonathan Townley,"March 6, 2019"
Heard the news about TOS-Con’s early-bird discounts?,https://theobjectivestandard.com/2019/03/heard-the-news-about-tos-cons-early-bird-discounts/,Early-bird discounts have been extended through March 15. Register now and save 20 to 50% on the most life-enhancing conference of the year!,Announcements,Craig Biddle,"March 5, 2019"
Why I Created TOS-Con: Philosophy for Freedom and Flourishing,https://theobjectivestandard.com/2019/03/why-i-created-tos-con/,I want to share the ideas that have transformed my life. That’s what my work is all about. That’s what TOS-Con is all about.,Announcements,Craig Biddle,"March 4, 2019"
Why These Speakers at TOS-Con? (Part 1),https://theobjectivestandard.com/2019/03/why-these-speakers-at-tos-con/,TOS-Con's speakers will help you to think more clearly and live more richly. Here's why.,Announcements,Craig Biddle,"March 4, 2019"
Isaac Morehouse Will Speak at TOS-Con 2019!,https://theobjectivestandard.com/2019/02/isaac-morehouse-will-speak-at-tos-con-2019/,"Morehouse, CEO of Crash (a career launch platform) and founder of Praxis (an apprenticeship program), will speak about “How to Create a Career that Makes You Come Alive.”",Announcements,Craig Biddle,"February 27, 2019"
5 Reasons to Register for TOS-Con Today,https://theobjectivestandard.com/2019/02/5-reasons-to-register-for-tos-con-today/,"TOS-Con 2019 will be the most mind-expanding, soul-fueling, life-enhancing conference of the year. And that's just one reason . . .",Announcements,Craig Biddle,"February 27, 2019"
Timbs: A Victory for Due Process and Individual Rights,https://theobjectivestandard.com/2019/02/timbs-a-victory-for-due-process-and-individual-rights/,Timbs’s victory marks a significant advance for the protection of individual rights and provides a revealing glimpse into the crucial role that political philosophy plays in constitutional law.,Politics & Rights,Timothy Sandefur,"February 21, 2019"
Spring Issue of TOS & New Subscription Offerings,https://theobjectivestandard.com/2019/02/spring-issue-of-tos-new-subscription-offerings/,We’ve updated TOS’s subscription offerings and added gift subscriptions—improved ways to enjoy or give the journal for people of reason!,Announcements,Craig Biddle,"February 21, 2019"
"From the Editor, Spring 2019",https://theobjectivestandard.com/2019/02/from-the-editor-spring-2019/,"The Spring 2019 issue of TOS: heroes, intelligent disobedience, liberty, justice, conceptual corrections, free-will poetry, and more!",Announcements,Craig Biddle,"February 21, 2019"
Heroes of Great Literature,https://theobjectivestandard.com/2019/02/heroes-of-great-literature/,What are the characteristics of heroes? And who are the heroes of great literature? This essay examines five exceptional protagonists.,Arts & Culture,Andrew Bernstein,"February 21, 2019"
Intelligent Disobedience for Children: A Handbook for Parents and Caregivers,https://theobjectivestandard.com/2019/02/intelligent-disobedience-for-children-a-handbook-for-parents-and-caregivers/,Here’s a powerful tool and mnemonic for teaching children to think for themselves and to disobey adults when that’s the right thing to do.,Education & Parenting,Ira Chaleff,"February 21, 2019"
Liberty: What Is It? Why Is It Good? On What Does It Depend?,https://theobjectivestandard.com/2019/02/liberty-what-is-it-why-is-it-good-on-what-does-it-depend-2/,Here's a brief introduction to Ayn Rand’s views on liberty and how they differ from conventional views.,"Ayn Rand & Objectivism, Philosophy, Politics & Rights",Carl Barney,"February 21, 2019"
Tal Tsfany on the State and Future of the Ayn Rand Institute,https://theobjectivestandard.com/2019/02/tal-tsfany-on-the-state-and-future-of-the-ayn-rand-institute/,"Tal Tsfany, president and CEO of ARI, reports on his first eight months at the helm and his plans for the future of the organization.",Ayn Rand & Objectivism,Craig Biddle,"February 21, 2019"
Seven Poems Celebrating Free Will,https://theobjectivestandard.com/2019/02/seven-poems-celebrating-free-will/,"Enjoy these poems celebrating free will—including works by Ella Wheeler Wilcox, Paul Laurence Dunbar, Berton Braley, and Walter Wintle.",Arts & Culture,Various Authors,"February 21, 2019"
Letter to the Editor: A Strategy for Saving America,https://theobjectivestandard.com/2019/02/letter-to-the-editor-a-strategy-for-saving-america/,"Although barbarians are at the gate, all is not lost, argues TOS reader Rich Batey. We can retake the moral high ground and ultimately win.",Politics & Rights,TOS Admin,"February 21, 2019"
TOS-Con 2019 Lecture & Performance Descriptions,https://theobjectivestandard.com/2019/02/tos-con-2019-lecture-performance-descriptions/,The lecture and performance descriptions for TOS-Con 2019: Philosophy for Freedom and Flourishing have been posted.,Announcements,Craig Biddle,"February 13, 2019"
"Joseph Conrad: No Faltering, No Shame, No Regret",https://theobjectivestandard.com/2019/02/joseph-conrad-no-faltering-no-shame-no-regret/,"For all his pessimism, Conrad held that a life of unfaltering conviction is a meaningful one.","Arts & Culture, History, Politics & Rights",Timothy Sandefur,"February 13, 2019"
Why Conservatives Are Defenseless against Ocasio-Cortez’s Lethal Moral Code,https://theobjectivestandard.com/2019/02/why-conservatives-are-defenseless-against-ocasio-cortezs-lethal-moral-code/,"Unlike most who oppose her, Ocasio-Cortez does not promote contradictory political/economic and moral principles.","Philosophy, Politics & Rights",Anders Ingemarson,"February 13, 2019"
Millard Sheets and the Art of Banking,https://theobjectivestandard.com/2019/01/millard-sheets-and-the-art-of-banking/,Sheets created a contemporary art appropriate for a lender proud of its part in transforming the California desert into a land of innovation and plenty.,Arts & Culture,Timothy Sandefur,"January 27, 2019"
Robert Morris: America’s Financial Atlas,https://theobjectivestandard.com/2019/01/robert-morris-americas-financial-atlas/,"This self-made immigrant helped make the Revolution possible, then laid the foundation for America’s essentially capitalist financial policies.",History,Robert Begley,"January 26, 2019"
New Speakers & Talks Announced for TOS-Con 2019,https://theobjectivestandard.com/2019/01/new-speakers-talks-announced-for-tos-con-2019/,"Announcing three new speakers—Lisa VanDamme, Chad Morris, and Tim Chermak—and fourteen talks for TOS-Con 2019: Philosophy for Freedom and Flourishing",Announcements,Craig Biddle,"January 25, 2019"
John Adams and the Spirit of Liberty by C. Bradley Thompson,https://theobjectivestandard.com/2019/01/john-adams-and-the-spirit-of-liberty-by-c-bradley-thompson/,"At a time when politicians are unwilling to admit and unable to defend the fact that America is not a democracy, John Adams and the Spirit of Liberty provides much needed clarity.","Politics & Rights, Reviews",Jon Hersey,"January 24, 2019"
Celebrating Slack Key and the Sweetness of Life,https://theobjectivestandard.com/2019/01/celebrating-slack-key-and-the-sweetness-of-life/,"At a time when popular culture too often celebrates life’s negatives, it’s refreshing to witness the flourishing of a musical form that focuses on joy, fun, beauty, and nahenahe.",Arts & Culture,Timothy Sandefur,"January 24, 2019"
A Saturnalia of Bunk: Selections from The Free Lance 1911–1915 by H. L. Mencken,https://theobjectivestandard.com/2019/01/a-saturnalia-of-bunk-selections-from-the-free-lance-1911-1915-by-h-l-mencken/,"Pro-reason, pro-liberty readers likely will find A Saturnalia of Bunk enlightening and entertaining.","Arts & Culture, Reviews",Jeffrey Falk,"January 24, 2019"
